Gene Name	Common	Genbank	Description
121810	null		
165349	C8orf53	NM_032334.1	hypothetical protein MGC14595
157249	ANKRD30B	BC028407.1	
134706	BNC2	NM_017637.3	basonuclin 2
208892	PRKAG2	NM_016203.2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit
100426	ARSH	AX801692.1_CDS_1	
104484	FAM98B	NM_173611.1	hypothetical protein FLJ38426
123271	LOC57146	NM_020422.3	promethin
139074	PSG7	NM_002783.1	pregnancy specific beta-1-glycoprotein 7
140443	RTN4RL1	NM_178568.1	reticulon 4 receptor-like 1
235327	MAST2	NM_015112.1	microtubule associated serine/threonine kinase 2
121614	LOC401498	NM_212558.1	similar to RIKEN A930001M12
530131	PRR5	Z98743.1_CDS_1	
185859	ITGA7	NM_002206.1	integrin, alpha 7
202542	FLJ31438	NM_152385.1	hypothetical protein FLJ31438
232462	XPNPEP1		
195881	FLJ25393	AK127973.1	hypothetical protein FLJ25393
430390	RLN3R2	NM_181885.1	G protein-coupled receptor 100
236287	null		
124173	GAD1	NM_013445.2	glutamate decarboxylase 1 (brain, 67kDa)
309435	null		
185938	CHAD	NM_001267.1	chondroadherin
125148	C9orf100	NM_032818.1	chromosome 9 open reading frame 100
216671	ABCA10	NM_080282.2	ATP-binding cassette, sub-family A (ABC1), member 10
271730	null		
173962	KIAA2002	AB082533.1	
707619	LOC441748		
125821	PPT2|EGFL8	NM_138717.1	palmitoyl-protein thioesterase 2;EGF-like-domain, multiple 8
190382	SLITRK6	NM_032229.2	SLIT and NTRK-like family, member 6
232007	USP24	AK000321.1	
224906	BTNL9	NM_152547.1	butyrophilin-like 9
123136	null	BC063704.1	
543013	null		
227494	TCF21	NM_003206.2	hypothetical protein FLJ35700;transcription factor 21
117549	PPFIA3	NM_003660.2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3
117001	null		
102060	LILRA3	NM_006865.2	leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3
128434	GPC2	NM_152742.1	galactose-3-O-sulfotransferase 4;glypican 2 (cerebroglycan)
201200	LOC120379	NM_138789.2	hypothetical protein BC019238
162389	PHKG1	NM_016139.2	coiled-coil-helix-coiled-coil-helix domain containing 2;phosphorylase kinase, gamma 1 (muscle)
129073	LOC390980		
138160	PIK3CG	NM_002649.2	phosphoinositide-3-kinase, catalytic, gamma polypeptide
110928	SLC25A35		similar to 1810012H11Rik
157464	HSD17B1	NM_000413.1	hydroxysteroid (17-beta) dehydrogenase 1
119015	null	NM_025071.1	
292911	LOC286009	AK097428.1	
149747	LOC440993	AK128346.1	
547893	LOC339237	BC036791.1	
197767	ZDHHC15	NM_144969.1	zinc finger, DHHC domain containing 15
194975	CNTN1	NM_001843.2	contactin 1
117267	CYP11A1	NM_000781.1	cytochrome P450, family 11, subfamily A, polypeptide 1
119554	CLEC4A	NM_194448.1	C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 6
135313	null		
114728	FUT10	NM_032664.3	fucosyltransferase 10 (alpha (1,3) fucosyltransferase)
191650	null		
248349	null	AK094644.1	
218218	SMPDL3B	NM_014474.1	sphingomyelin phosphodiesterase, acid-like 3B
151381	LOC388630		
230148	null	AK128814.1	
101757	XRRA1	AF439934.1	
159626	null		
189839	C1orf105	BC038410.1	
187921	IRF4	NM_002460.1	interferon regulatory factor 4
658429	ADARB1	AL163301.2_CDS_2	
154695	ZIC2	NM_007129.2	Zic family member 2 (odd-paired homolog, Drosophila)
230269	null		
100687	HRASLS2	NM_017878.1	HRAS-like suppressor 2
134196	null		
207120	NCK2	NM_003581.1	NCK adaptor protein 2
176696	FLJ35740		FLJ35740 protein
220525	NOTO		
389684	LOC388480		
228754	null	AL137383.1	
112622	ODF2L	BC009779.1	
233688	null	AF130099.1	
201675	PTHR1	NM_000316.2	parathyroid hormone receptor 1
176304	PNMA3	NM_013364.1	paraneoplastic antigen MA3
200635	LOC344405		
126953	SIGLEC12	NM_053003.2	SIGLEC-like 1
117964	LEFTY2	NM_003240.2	endometrial bleeding associated factor (left-right determination, factor A; transforming growth factor beta superfamily)
192868	gm127		
195997	C3AR1	NM_004054.2	complement component 3a receptor 1
135343	BDKRB2	NM_000623.2	bradykinin receptor B2
227885	CCDC18	NM_206886.1	sarcoma antigen NY-SAR-41
120080	STAB2	NM_017564.8	stabilin 2
169728	RUTBC2		
592613	C1orf99	BC040856.1	
152931	ARHGAP27	NM_199282.1	similar to Rho GTPase activating protein 12
233805	null		
147103	null		
234474	LOC284930	BC039485.1	
157994	null		
145493	null	BC028123.1	
179726	null		
199189	null		
215326	GPM6A	NM_005277.3	glycoprotein M6A
202067	ZBTB8	NM_144621.2	zinc finger and BTB domain containing 8
128831	null		
218059	C17orf69	NM_152466.1	hypothetical protein FLJ25168
125216	TMC7	NM_024847.2	transmembrane channel-like 7
175963	null		
131117	KIAA0256	NM_014701.1	KIAA0256 gene product
193670	HK3	NM_002115.1	hexokinase 3 (white cell)
118816	CITED1	NM_004143.2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1
198968	RHOH	NM_004310.2	ras homolog gene family, member H
229500	null		
177719	PGS1	NM_024419.2	phosphatidylglycerophosphate synthase
154130	APIN	NM_017855.2	APin protein
235118	null	AK026340.1	
157207	FLJ40722|LOC154761		
158174	ZNF514	NM_032788.1	zinc finger protein 514
151463	KIAA0674	BC026048.1	
155169	SPDEF	NM_012391.1	SAM pointed domain containing ets transcription factor
155864	MYCNOS	NM_006316.1	
209191	MLR1	AK055258.1	transcription factor MLR1
228755	LOC441111		
148177	null		
205115	HS747E2A	NM_015370.1	hypothetical protein HS747E2A
139177	LOC81691	NM_030941.1	exonuclease NEF-sp
139980	FAM40B	BC019064.2	
207991	SYDE2	AL834286.1	
100814	null	BC040700.1	
166056	HOXD10	NM_002148.2	homeo box D10
193851	PORCN	NM_022825.2	porcupine homolog (Drosophila)
212244	PRKCG	NM_002739.3	protein kinase C, gamma
102036	SLC9A6	NM_006359.1	solute carrier family 9 (sodium/hydrogen exchanger), isoform 6
193083	ADRA2B	NM_000682.3	adrenergic, alpha-2B-, receptor
137672	null		
187607	null		
173004	ADAMTS13	NM_139028.1	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 13
130055	TCEAL7	NM_152278.1	hypothetical protein MGC23947
192759	VAMP1	NM_199245.1	vesicle-associated membrane protein 1 (synaptobrevin 1)
103846	C6orf52	BC016820.1	
198846	IL28A	NM_172138.1	interleukin 28A (interferon, lambda 2)
202118	CD72	NM_001782.1	CD72 antigen
716249	FLJ00290	AK125470.1	
236471	null		
211586	DUSP21	NM_022076.2	dual specificity phosphatase 21
152099	null	BX248748.1	
111907	CDH6	NM_004932.2	cadherin 6, type 2, K-cadherin (fetal kidney)
139339	null		
Negative_Control_56_Cp			
116946	AZU1	NM_001700.3	azurocidin 1 (cationic antimicrobial protein 37)
214084	PGM5|LOC440897		
104158	DSC3	NM_024423.1	desmocollin 3
151419	C19orf25	NM_152482.1	chromosome 19 open reading frame 25
214201	C14orf132	NM_020215.2	chromosome 14 open reading frame 132
177496	ZNF559	NM_032497.1	zinc finger protein 559
222975	null	NM_053067.1	ubiquilin 1
176654	LOC401893		
588298	null	AK024928.1	
177241	VSIG2	NM_014312.3	cortical thymocyte receptor (X. laevis CTX) like
181227	UNC13C		
217040	HOXD8	NM_019558.2	homeo box D8
173312	PDE4DIP	AK001619.1	
231432	null		
104081	IHPK3	NM_054111.1	inositol hexaphosphate kinase 3
191915	DOC2A	NM_003586.2	double C2-like domains, alpha
171402	null		
143393	C2orf10	NM_194250.1	similar to C630007C17Rik protein
140235	RGS12	NM_002926.2	regulator of G-protein signalling 12
179485	C9orf45	NM_030814.3	chromosome 9 open reading frame 45
701950	null		
121468	DLL3	NM_016941.2	delta-like 3 (Drosophila)
230475	null		
234898	null		
214622	FBXL21	NM_012159.1	F-box and leucine-rich repeat protein 3 pseudogene
102824	MINK1	NM_015716.2	misshapen/NIK-related kinase
189811	null		
189642	null		
232380	null		
184142	C19orf6	NM_033420.2	chromosome 19 open reading frame 6
235932	GLIS3		
211117	null		
183707	CX3CR1	NM_001337.2	chemokine (C-X3-C motif) receptor 1
154469	DPEP3	NM_022357.1	dipeptidase 3
191854	FUT3	NM_000149.1	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included)
119245	HS6ST3	AL138816.12_CDS_1	
177625	null	AK131288.1	
109992	KLRC2	NM_002259.3	killer cell lectin-like receptor subfamily C, member 2;killer cell lectin-like receptor subfamily C, member 1
227604	LOC442117	AK124240.1	
123711	HACE1	NM_020771.2	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1
112612	RBP2	NM_004164.2	retinol binding protein 2, cellular
178223	null		
167858	DAZ2|DAZ3|DAZ1|DAZ4	NM_020420.1	deleted in azoospermia 2;deleted in azoospermia 3;deleted in azoospermia 4;deleted in azoospermia
125557	null		
484316	null	U95091.1	
144696	GAL3ST1	NM_004861.1	galactose-3-O-sulfotransferase 1
168530	null		
243690	null		
Negative_Control_92_Cp			
112123	NUP210	NM_024923.2	nucleoporin 210
167910	MUC15	NM_145650.2	mucin 15
613344	null		
138830	TNFRSF10C	NM_003841.2	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain
174956	MACF1	NM_033024.1	microtubule-actin crosslinking factor 1
193701	LOC387758	NM_203371.1	similar to RIKEN cDNA 1110018M03
413268	null		
207678	ZNF436	NM_030634.1	zinc finger protein 436
699375	null	AK091442.1	
196417	VAMP1	NM_199245.1	vesicle-associated membrane protein 1 (synaptobrevin 1)
174432	SPATA6	NM_019073.1	spermatogenesis associated 6
100762	C6orf152	NM_181714.1	chromosome 6 open reading frame 152
203496	ATRNL1	NM_207303.1	attractin-like 1
177455	KIF18A	NM_031217.2	kinesin family member 18A
Negative_Control_29_Cp			
145459	OR5E1P	X89671.1	
212606	FLJ10490	NM_018111.1	hypothetical protein FLJ10490
155565	ACCN2	NM_001095.2	amiloride-sensitive cation channel 2, neuronal
156585	C1orf179	NM_176782.1	hyporthetical protein MGC27169
172124	CACNG7	NM_031896.3	calcium channel, voltage-dependent, gamma subunit 7
227774	EVC2	NM_147127.2	Ellis van Creveld syndrome 2 (limbin)
219358	null	NM_174946.2	
159987	CLDN20	NM_001001346.1	claudin 20
169608	KIAA1463	AX801767.1_CDS_1	hypothetical protein FLJ34278
160306	null	AF143870.1	
175705	WDR67	NM_145647.1	unknown MGC21654 product
233788	null		
181789	FLJ22688	NM_025129.3	hypothetical protein FLJ22688
128091	LSAMP	NM_002338.2	limbic system-associated membrane protein
193930	LYPD1	NM_144586.3	hypothetical protein MGC29643
163775	null		
174810	ESM1	NM_007036.2	endothelial cell-specific molecule 1
144755	null		
222899	FLJ25169	NM_152568.1	hypothetical protein FLJ25169
183799	LILRB5	NM_006840.2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5
155212	ICAM2	NM_000873.2	intercellular adhesion molecule 2
105207	null		
218091	C17orf28	NM_030630.1	chromosome 17 open reading frame 28
133818	null		
194263	LOC441617	BC007804.2	
235303	KIAA1920		
229953	null		
197186	FANCD2	NM_033084.2	Fanconi anemia, complementation group D2
197762	null		
159936	NELF	NM_015537.3	nasal embryonic LHRH factor
207014	CENTD2	NM_015242.2	centaurin, delta 2
165148	SPAG8	NM_012436.2	sperm associated antigen 8
487507	LOC400548	BC040918.1	
231599	PLA2G4D	NM_178034.1	phospholipase A2, group IVD (cytosolic)
164701	DLG3	NM_021120.1	discs, large homolog 3 (neuroendocrine-dlg, Drosophila)
111302	null		
195519	MEP1A	NM_005588.1	meprin A, alpha (PABA peptide hydrolase)
120390	ARSJ	NM_024590.2	hypothetical protein FLJ23548
235005	TBCC	NM_003192.1	tubulin-specific chaperone c
147144	CSGlcA-T	NM_019015.1	chondroitin sulfate glucuronyltransferase
217187	EPHB2	NM_004442.4	EphB2
234056	LOC145820	AK057337.1	
612598	LOC255330		
106570	MICAL-L1	NM_033386.1	molecule interacting with Rab13
144527	LOC391269		
132199	FY	NM_002036.2	Duffy blood group
142837	GPSM1	BC017353.1	G-protein signalling modulator 1 (AGS3-like, C. elegans)
148829	SHOX	NM_000451.2	short stature homeobox
118802	KCNK4	NM_016611.2	potassium channel, subfamily K, member 4
271583	null	AF330042.1	
179997	null	AJ001869.1	
235527	NUP188	AK025292.1	
167741	FLJ20464	NM_017834.1	
133461	HMX3		
191395	NALP1	NM_033004.2	NACHT, leucine rich repeat and PYD containing 1
169650	SLC15A1	NM_005073.1	solute carrier family 15 (oligopeptide transporter), member 1
703195	LOC143678		
702861	null		
233933	NBPF3		
528920	null	AK093174.1	
166396	RPS6KC1	NM_012424.2	ribosomal protein S6 kinase, 52kDa, polypeptide 1
707763	CARD11	AK056847.1	
176569	null		
218871	null	NM_013302.2	elongation factor-2 kinase
172396	FAM19A4	NM_182522.2	TAFA4 protein
111744	RIN2	NM_018993.2	Ras and Rab interactor 2
206193	WDFY3	NM_178585.1	WD repeat and FYVE domain containing 3
398277	null		
116563	null		
212423	C6orf199	NM_145025.2	chromosome 6 open reading frame 199
156189	null		
441929	KIAA1856	BC068099.1	
193080	null		
234119	null	AK054921.1	
104721	C6orf174|KIAA0408	NM_014702.1	
100060	ZMYND12	NM_032257.3	zinc finger, MYND domain containing 12
126840	MGC15523	NM_138570.1	hypothetical protein MGC15523
114535	PHF7	NM_016483.4	PHD finger protein 7
502746	null	AK096388.1	
167368	PROL1	NM_021225.1	proline rich 1
107167	null		
190556	AKT3	NM_181690.1	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)
216991	FLJ37478	NM_178557.2	hypothetical protein FLJ37478
192105	PDE5A	NM_001083.2	phosphodiesterase 5A, cGMP-specific
218234	null	BC067884.1	
217913	ZNF341	NM_032819.3	zinc finger protein 341
193647	ITGAX	NM_000887.3	integrin, alpha X (antigen CD11C (p150), alpha polypeptide)
187990	NANOG	NM_024865.1	Nanog homeobox
563689	HS3ST4	AX600860.1_CDS_1	
113330	null		
225588	RHOBTB1	NM_198225.1	Rho-related BTB domain containing 1
223834	null		
168717	TMPRSS4	NM_019894.2	transmembrane protease, serine 4
181785	ACHE	NM_000665.2	acetylcholinesterase (YT blood group)
150796	FLJ32224		
246145	null		
105724	RHCG	NM_016321.1	Rhesus blood group, C glycoprotein
453928	null	AK001871.1	
181936	DKFZP434A0131	NM_018991.1	
138895	SGPP2	NM_152386.2	sphingosine-1-phosphate phosphotase 2
149270	JMJD2D	NM_018039.2	jumonji domain containing 2D
217072	ITK	NM_005546.3	IL2-inducible T-cell kinase
10548782	CRIM2	NM_199349.1	kielin-like
195567	null		
186974	null		
225645	LOC344065		
116584	FLJ23834	NM_152750.2	hypothetical protein FLJ23834
154179	C15orf39	NM_015492.3	DKFZP434H132 protein
118999	RASGRP2	NM_005825.2	RAS guanyl releasing protein 2 (calcium and DAG-regulated)
160668	DEGS2		chromosome 14 open reading frame 66
122812	CSAG1	NM_153479.1	chondrosarcoma associated gene 1
125119	REPS2	NM_004726.1	RALBP1 associated Eps domain containing 2
233687	null	AK026035.1	
234549	null		
200152	CAMK2B	NM_172081.1	calcium/calmodulin-dependent protein kinase (CaM kinase) II beta
156100	KIAA0828	NM_015328.1	KIAA0828 protein
189715	ZNF572	NM_152412.1	zinc finger protein 572
168032	CHRNA2	NM_000742.1	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)
125621	AAA1	NM_207283.1	AAA1 protein
190934	STK11IP	NM_052902.1	serine/threonine kinase 11 interacting protein
102878	PDE7B	NM_018945.2	phosphodiesterase 7B
234683	LOC401165		
129350	MLLT3	NM_004529.1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3
613253	null		
108582	SCAND2	NM_033640.1	SCAN domain containing 2
181304	H2AFJ	NM_018267.2	H2A histone family, member J
169663	TMEM16C	NM_031418.1	transmembrane protein 16C
620594	null		
208063	CD274	NM_014143.2	programmed cell death 1 ligand 1
139878	null		
698132	null		
110915	IL17C	NM_013278.3	interleukin 17C
177086	TSPYL2	NM_022117.1	cutaneous T-cell lymphoma-associated tumor antigen se20-4
197479	RPRML	NM_203400.1	similar to candidate mediator of the p53-dependent G2 arrest
232567	null		
199838	TMEM16D	NM_178826.2	transmembrane protein 16D
126522	USP24	BC029660.1	
203785	BHLHB5	NM_152414.3	basic helix-loop-helix domain containing, class B, 5
123518	RP11-301I17.1	NM_017993.1	hypothetical protein FLJ10094
196631	null		
190632	null		
230625	null	AL035252.5_CDS_3	
121855	NAALAD2	NM_005467.2	N-acetylated alpha-linked acidic dipeptidase 2
209783	LOC124446		
134436	EDG3	NM_005226.2	endothelial differentiation, sphingolipid G-protein-coupled receptor, 3
193762	null		
204452	SCN1B	NM_001037.3	sodium channel, voltage-gated, type I, beta
152726	LOC400969		
148909	null		
221617	SFRS3	NM_003017.3	splicing factor, arginine/serine-rich 3
688396	null		
132657	MRAP	NM_178817.3	chromosome 21 open reading frame 61
213577	BHLHB3	NM_030762.1	basic helix-loop-helix domain containing, class B, 3
318756	FLJ38773	NM_178528.2	
127645	RUNX1	BX640908.1	ecotropic viral integration site 1
114663	LCP2	NM_005565.3	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)
159379	ACR|bA395L14.13	NM_001097.1	acrosin
209605	RDH13	NM_138412.2	retinol dehydrogenase 13 (all-trans and 9-cis)
188155	UNQ470	NM_198573.1	GAAI470
197622	MKRN3	NM_005664.1	makorin, ring finger protein, 3
710754	null	BC064148.1	
163671	PRP2	NM_173490.4	hypothetical protein LOC134285
151989	EVX1	NM_001989.2	eve, even-skipped homeo box homolog 1 (Drosophila)
127394	null		
229278	null		
106341	TXNDC2	NM_032243.4	thioredoxin domain containing 2 (spermatozoa)
189316	ALPI	NM_001631.2	alkaline phosphatase, intestinal
172995	null		
220647	HSPC176	NM_016209.1	unknown
203177	LOC340094	BC042977.2	
213055	KLRK1|KLRC4	NM_007360.1	killer cell lectin-like receptor subfamily K, member 1;killer cell lectin-like receptor subfamily C, member 4
169382	APOBEC3A	NM_145699.2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A
163176	null	BC042456.1	
113710	SIX1	NM_005982.1	sine oculis homeobox homolog 1 (Drosophila)
144645	ZNF521	NM_015461.1	zinc finger protein 521
222733	null		
217447	null		
192675	NAG	NM_015909.2	neuroblastoma-amplified protein
106228	SNX12	NM_013346.2	sorting nexin 12
187298	DYNC1I1	NM_004411.1	dynein, cytoplasmic, intermediate polypeptide 1
204795	SLC16A4	NM_004696.1	solute carrier family 16 (monocarboxylic acid transporters), member 4
189705	ANGPTL2	NM_012098.2	angiopoietin-like 2
125569	null		
173903	null		
116792	null		
178796	CALML5	NM_017422.3	calmodulin-like 5
128477	CXCL13	NM_006419.1	chemokine (C-X-C motif) ligand 13 (B-cell chemoattractant)
185443	UTY	NM_007125.3	ubiquitously transcribed tetratricopeptide repeat gene, Y-linked
229917	null	AK096268.1	
149300	FLJ43806	NM_201628.1	hypothetical protein FLJ43806
116815	C20orf133	AK125899.1	
10709252	DKFZp547J222	AL512720.1	
123767	null		
709569	null		
180115	CYP7A1	NM_000780.2	cytochrome P450, family 7, subfamily A, polypeptide 1
102862	TEX9	NM_198524.1	LOC161577 protein
126129	NFATC2	NM_012340.2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
198165	KCNE1L	NM_012282.2	KCNE1-like
185721	REXO1	NM_138813.1	ATPase, Class I, type 8B, member 3;transcription elongation factor B polypeptide 3 binding protein 1
174001	TCL6	NM_014418.2	T-cell leukemia/lymphoma 6
155494	null		
159590	MAGEA4	NM_002362.3	melanoma antigen, family A, 4
