Gene Name	Common	Genbank	Description
705930	LOC285831	AL831942.1	
139868	IL1F8	NM_173178.1	interleukin 1 family, member 8 (eta)
208135	LOC162835|DISP2	AF064846.1	
183314	KCNQ1	NM_000218.2	potassium voltage-gated channel, KQT-like subfamily, member 1
223391	GNA12	NM_007353.2	guanine nucleotide binding protein (G protein) alpha 12
195631	ZNF329	NM_024620.2	hypothetical protein FLJ12586
103115	null		
151370	PGAP1	NM_024989.2	GPI deacylase
574490	null	AK092220.1	
154179	C15orf39	NM_015492.3	DKFZP434H132 protein
419966	PRSS1	U66061.1_CDS_5	
170535	BAK1	U16811.1	BCL2-antagonist/killer 1
194293	LOC339505	BC040588.1	
216614	SLC10A4	NM_152679.2	solute carrier family 10 (sodium/bile acid cotransporter family), member 4
120663	DST	NM_020388.2	bullous pemphigoid antigen 1, 230/240kDa
176977	null	AJ301464.1_CDS_1	
127663	null		
707641	null	AK021826.1	
163377	LOC388444|NOTUM	NM_178493.3	hypothetical protein LOC147111
195141	LOC222701		
154597	C10orf25	NM_145022.1	chromosome 10 open reading frame 25
183979	null		
716495	null		
215791	ULK2	NM_014683.2	unc-51-like kinase 2 (C. elegans)
135343	BDKRB2	NM_000623.2	bradykinin receptor B2
158174	ZNF514	NM_032788.1	zinc finger protein 514
139218	null		
160030	SRD5A2L	NM_024592.1	hypothetical protein FLJ13352
156325	LOC402530|LOC441243|INT4|FLJ25037	NM_033547.2	
210466	STARD5	NM_030574.2	START domain containing 5
609846	TMEM28	NM_015686.1	transmembrane protein 28
163176	null	BC042456.1	
167403	SYN2	NM_133625.2	synapsin II
132577	IL15RA	NM_172200.1	interleukin 15 receptor, alpha
141649	ARMC9	NM_025139.2	hypothetical protein FLJ12584
103896	ZNF239	NM_005674.1	zinc finger protein 239
207796	LOC441908		
199474	PCDH18	NM_019035.2	protocadherin 18
105711	MAPK8	NM_139047.1	mitogen-activated protein kinase 8
122167	ELOVL3	NM_152310.1	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3
198246	PPP1R9A	NM_017650.1	
231865	null	AK000839.1	
230914	LOC400662	AK055411.1	
102654	TXLNB	AL834248.2	
229278	null		
235089	null		
226080	C21orf90	NM_153204.1	chromosome 21 open reading frame 90
174432	SPATA6	NM_019073.1	spermatogenesis associated 6
156100	KIAA0828	NM_015328.1	KIAA0828 protein
109922	ADRA1A	NM_033304.1	adrenergic, alpha-1A-, receptor
116758	null		
163550	null		
230743	CAPN14	AK092257.1	
182414	LOC286178	BC039478.1	
213878	HEL308	NM_133636.1	DNA helicase HEL308
170843	NEK8	NM_178170.2	NIMA (never in mitosis gene a)- related kinase 8
173633	APC2	NM_005883.1	adenomatosis polyposis coli 2
230571	null		
228748	ZNF469	AB058761.1	
199139	null		
112366	null	AX746638.1	
155094	QRICH2	NM_032134.1	hypothetical protein DKFZp434P0316
10694457	null	AK027364.1	
230095	null		
543013	null		
184815	KREMEN1	NM_153379.1	kringle containing transmembrane protein 1
502830	null		
215383	LOC387854		
148494	ADRA2C	D13538.1_CDS_1	
134456	FLJ35848	AK097747.1	
100426	ARSH	AX801692.1_CDS_1	
162476	C3orf24	NM_173472.1	hypothetical protein MGC40179
211776	TRIM50C|TRIM50B	NM_178125.2	tripartite motif-containing 50C;tripartite motif-containing 50A
218805	null	NM_173489.2	hypothetical protein FLJ40243
151804	null		
136927	NOVA1	NM_006491.1	neuro-oncological ventral antigen 1
234712	SBDSP	NM_016038.2	Shwachman-Bodian-Diamond syndrome
192520	LOC197350		
175499	ACY1L2	BC045583.1	
100472	FLJ10707	NM_018187.2	
124416	FBN2	NM_001999.2	fibrillin 2 (congenital contractural arachnodactyly)
145498	CXorf45	NM_024810.1	hypothetical protein FLJ23018
208837	C4orf15	NM_024511.3	chromosome 4 open reading frame 15
235751	null	BC027978.1	
229352	C20orf121		
138746	null	BC042048.1	
139878	null		
218145	BCL2L11	NM_138627.2	BCL2-like 11 (apoptosis facilitator)
195365	LOC90835	BC063391.1	
122757	AP1S3	NM_178814.2	adaptor-related protein complex 1, sigma 3 subunit
117549	PPFIA3	NM_003660.2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3
185863	LOC221091	NM_203422.1	similar to hypothetical protein
190382	SLITRK6	NM_032229.2	SLIT and NTRK-like family, member 6
230768	null		
683836	RPL9	NM_000661.2	ribosomal protein L9
133008	SH3TC2	AK127241.1	KIAA1985 protein
135784	PSCD4	NM_013385.2	pleckstrin homology, Sec7 and coiled-coil domains 4
271583	null	AF330042.1	
190683	LOC123688		
192912	MAPT	NM_173727.1	microtubule-associated protein tau
210378	LLGL1	NM_004140.2	lethal giant larvae homolog 1 (Drosophila)
108887	SET8	NM_020382.3	PR/SET domain containing protein 8
186760	TNFRSF6B|RTEL1	NM_032957.2	tumor necrosis factor receptor superfamily, member 6b, decoy;chromosome 20 open reading frame 41
142861	null		
210592	null	AK021744.1	
160397	C14orf140	NM_024643.1	chromosome 14 open reading frame 140
202067	ZBTB8	NM_144621.2	zinc finger and BTB domain containing 8
230363	null	AK056212.1	
136574	null		
125216	TMC7	NM_024847.2	transmembrane channel-like 7
129030	KIAA1914	NM_032550.1	KIAA1914
118420	SYNE1	NM_015293.1	spectrin repeat containing, nuclear envelope 1
118556	SORCS2	NM_020777.1	sortilin-related VPS10 domain containing receptor 2
701694	null		
166176	null		
152970	FLJ42953	NM_207474.1	FLJ42953 protein
177366	null	BC040684.1	
712508	LOC345051		
155263	TCTEX1D1	NM_152665.1	hypothetical protein FLJ40873
225870	TCL6	NM_014418.2	T-cell leukemia/lymphoma 6
117334	PHLDA3	AF151100.1	
189884	MGC48628		similar to KIAA1680 protein
217858	RNF152	NM_173557.1	ring finger protein 152
277404	RP11-483I13.1		
232344	FLJ22386		
144866	KCNK7	NM_033455.1	potassium channel, subfamily K, member 7
546908	null	AK093546.1	
138688	MAMDC1	NM_182830.2	MAM domain containing 1
233080	null		
122010	NXPH4	NM_007224.1	neurexophilin 4
156705	SLC15A2	NM_021082.2	solute carrier family 15 (H+/peptide transporter), member 2
149253	PAMCI	NM_005447.2	peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor
109057	DNHD2	NM_198564.1	hypothetical protein FLJ40427;FLJ44290 protein
230688	null		
190112	RP1-153G14.3	AL031118.22_CDS_1	
167690	CEP68	NM_015147.1	KIAA0582
224481	CYGB	NM_134268.3	cytoglobin
543659	null	BC041826.1	
182110	ZNF496	NM_032752.1	zinc finger protein 496
153182	CNTNAP3|CNTNAP3B	NM_033655.2	contactin associated protein-like 3
131999	TRA@|TRAC	M17646.1	
212795	LRMP	NM_006152.2	lymphoid-restricted membrane protein
159920	null		
124173	GAD1	NM_013445.2	glutamate decarboxylase 1 (brain, 67kDa)
116230	null		
547893	LOC339237	BC036791.1	
140284	VTCN1	NM_024626.1	immune costimulatory protein B7-H4
563689	HS3ST4	AX600860.1_CDS_1	
169663	TMEM16C	NM_031418.1	transmembrane protein 16C
10400392	null		
525272	ZNF229	AY166791.1	
109498	CRH	NM_000756.1	corticotropin releasing hormone
232630	C9orf130		
142966	C1orf84	NM_015284.1	hypothetical protein LOC149469;KIAA0467 protein
123767	null		
230230	LOC283551	BC067360.1	
674650	null		
215396	POLR3D	NM_001722.1	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa
163149	null	BC038722.1	
142932	LOC392465	BC067236.1	
215167	null		
547932	null	BC033379.1	
203496	ATRNL1	NM_207303.1	attractin-like 1
165755	LOC342426		
231728	LOC221272	AK025312.1	
142147	FLJ39501	NM_173483.1	hypothetical protein FLJ39501
135437	COLQ	NM_080542.1	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase
679798	null	AK000910.1	
157994	null		
225875	ST7L	NM_017744.4	suppression of tumorigenicity 7 like
149928	null		
218326	GPR142	NM_181790.1	G protein-coupled receptor 142
229998	null		
611817	null		
135127	ZNF687	NM_020832.1	KIAA1441 protein
123818	ABCA9	NM_172386.1	ATP-binding cassette, sub-family A (ABC1), member 9
169257	ATOH1	NM_005172.1	atonal homolog 1 (Drosophila)
194263	LOC441617	BC007804.2	
152222	TTLL2	NM_031949.3	tubulin tyrosine ligase-like family, member 2
144452	LOC440606		
203613	AFMID	BX648442.1	
221606	LOC440438		
135795	C1orf170	NM_032722.2	
161258	null	BC036236.1	
203785	BHLHB5	NM_152414.3	basic helix-loop-helix domain containing, class B, 5
232506	LOC286083	BC030648.2	
138505	null		
716738	null	AK098589.1	
225987	null		
155494	null		
309435	null		
184975	TSPYL6	BC068576.1	
203166	IMAA	BC071656.1	
225894	FLJ38359	NM_152518.1	hypothetical protein FLJ38359
162170	WWP2	NM_199424.1	Nedd-4-like ubiquitin-protein ligase
114391	ZNF6	NM_021998.2	zinc finger protein 6 (CMPX1)
715525	OR10J5		
151189	FEM1A	NM_018708.1	fem-1 homolog a (C.elegans)
117043	SAMD6	NM_173551.1	sterile alpha motif domain containing 6
137314	FLJ36031	NM_175884.2	hypothetical protein FLJ36031
113643	IQCF2	NM_203424.1	hypothetical protein MGC50809
710285	LOC440377	BC039549.1	
234049	HSPC268	NM_197964.1	hypothetical protein HSPC268
232000	null		
430390	RLN3R2	NM_181885.1	G protein-coupled receptor 100
122697	TP53INP2	NM_021202.1	tumor protein p53 inducible nuclear protein 2
713730	ARSI	AK122641.1	
126367	ORAOV1	NM_153451.1	oral cancer overexpressed 1
276100	null	AL390150.2	
140613	ARID5A	NM_006673.2	AT rich interactive domain 5A (MRF1-like)
147312	ZBTB41	AK093518.1	
303149	null	BC032239.1	
221990	FLJ43987	AK125975.1	
196657	TMLHE	BC009673.1	
121307	GNTIVH	NM_013244.2	UDP-N-acetylglucosamine:a-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IV-homolog
149528	LOC402204|LOC391746|LOC402207|LOC402201|LOC391747|LOC202201|LOC402211|LOC402202|LOC402210|LOC402206|LOC402209|LOC402199|LOC391763|LOC402200|LOC402203|LOC402205|LOC391761|LOC285563|LOC402208|LOC391749		
231740	LOC441993		
150028	null		
228956	null	AL110203.1	
205882	NPFF	NM_003717.1	neuropeptide FF-amide peptide precursor
101745	VANGL1		
198375	PTGIS	NM_000961.2	prostaglandin I2 (prostacyclin) synthase
204526	null		
132778	null		
243796	null	AK090562.1	
185696	KIAA0367	AB002365.2	
198723	null	AF399571.1_CDS_1	
135952	FBXL6	NM_012162.1	F-box and leucine-rich repeat protein 6
219722	PDPN	NM_198389.1	lung type-I cell membrane-associated glycoprotein
707537	LOC402031	BC009635.1	
103792	OR13H1	AB065938.1_CDS_1	
118039	null		
233272	null		
111606	TBX15	AL357045.10_CDS_1	
153747	SCN2A2	NM_006922.2	sodium channel, voltage-gated, type III, alpha
234743	FAM62C	NM_031913.1	chr3 synaptotagmin
117513	TRIM54	NM_187841.1	ring finger protein 30
205870	CECR2	AK091754.1	
191960	CD8A	NM_171827.1	CD8 antigen, alpha polypeptide (p32)
149988	POMC	NM_000939.1	proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)
167947	RPS6KL1	NM_031464.2	ribosomal protein S6 kinase-like 1
147526	RBM24	NM_153020.1	RNA binding motif protein 24
203969	KLF16	NM_031918.1	Kruppel-like factor 16
205410	OR2H1	NM_030883.3	olfactory receptor, family 2, subfamily H, member 1
152163	CASP12P1	AX721173.1	
232482	null		
153888	BHLHB9	NM_030639.1	KIAA1701 protein
198345	PRRT2		similar to lymphocyte antigen 6 complex, locus G5B; G5b protein; open reading frame 31
113795	CCL13	NM_005408.2	chemokine (C-C motif) ligand 13
211511	TNFRSF1B	NM_001066.2	tumor necrosis factor receptor superfamily, member 1B
118816	CITED1	NM_004143.2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1
175128	SEC15L2	AX883220.1_CDS_1	
224677	null		
190955	null	AF131784.1	
416733	null	AL832222.1	
164064	C4orf6	D82070.1	chromosome 4 open reading frame 6
147962	LACE1	NM_145315.2	lactation elevated 1
113464	ZC3H12A	NM_025079.1	hypothetical protein FLJ23231
158336	WNT9B	NM_003396.1	wingless-type MMTV integration site family, member 9B
232937	OR4D2	AB065912.1_CDS_1	
109112	null	AB019438.1_CDS_28	
129307	null	AF086165.1	
148429	HCN2	AF065164.2	hyperpolarization activated cyclic nucleotide-gated potassium channel 2
197030	ZNF659	NM_024697.1	hypothetical protein FLJ22419
116559	PLEKHA4	NM_020904.1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4
120100	LOC342618		
134196	null		
138895	SGPP2	NM_152386.2	sphingosine-1-phosphate phosphotase 2
102734	SBSN	NM_198538.1	HLAR698
149151	C1QTNF8	NM_207419.1	C1q and tumor necrosis factor related protein 8
528920	null	AK093174.1	
177853	LOC392539	AL359845.30_CDS_1	
189605	FBXO28	NM_015176.1	F-box protein 28
127985	null		
113069	ZMYM5	NM_014242.1	zinc finger protein 237
215970	null		
142691	PIWIL4	BC031060.1	piwi-like 4 (Drosophila)
168721	LOC151963	NM_178496.2	similar to BcDNA:GH11415 gene product
243690	null		
227247	BCORL1	NM_021946.2	hypothetical protein FLJ11362
141313	FANCB	NM_152633.1	hypothetical protein FLJ34064
196417	VAMP1	NM_199245.1	vesicle-associated membrane protein 1 (synaptobrevin 1)
196635	NPHS2	AJ279254.1	
136580	LMO6	NM_006150.3	LIM domain only 6
197256	MGC11332	BC006242.2	hypothetical protein MGC11332
232134	null	BC043601.1	
160984	null		
130173	LOC126917	AK024480.1	
230775	SYT9	NM_175733.2	similar to synaptotagmin V
184009	PRX	NM_181882.1	periaxin
139980	FAM40B	BC019064.2	
101262	null		
133766	P2RY8	NM_178129.3	purinergic receptor P2Y, G-protein coupled, 8
151381	LOC388630		
234898	null		
148045	FLJ25410	NM_144605.1	hypothetical protein FLJ25410
157799	ZNF625	NM_145233.2	zinc finger protein 625
110475	C6orf15	NM_014070.1	chromosome 6 open reading frame 15
229336	LOC284242	BC035844.1	
167811	null	BC069792.1	
182123	CLTCL1	NM_007098.1	clathrin, heavy polypeptide-like 1
200899	null		
233618	C1orf188	NM_173795.2	hypothetical protein FLJ32096
184709	NKX6-2	NM_177400.1	NK6 transcription factor related, locus 2 (Drosophila)
108260	LOC90925	AB019437.1_CDS_25	
165034	IL22RA1	NM_021258.2	interleukin 22 receptor, alpha 1
229500	null		
165327	null		
119543	RBL1	NM_002895.2	retinoblastoma-like 1 (p107)
136617	LOC440508	AK123140.1	
162554	FLJ13273	NM_024751.1	hypothetical protein FLJ13273
182284	GMIP	NM_016573.1	Gem-interacting protein
220110	null		
110269	GRIA2	NM_000826.1	glutamate receptor, ionotropic, AMPA 2
185443	UTY	NM_007125.3	ubiquitously transcribed tetratricopeptide repeat gene, Y-linked
221212	LOC400793		
123331	SSH2	NM_033389.2	slingshot homolog 2 (Drosophila)
165434	FLJ23754	NM_152675.1	hypothetical protein FLJ23754
123852	RHCE|RHD	NM_020485.2	Rhesus blood group, CcEe antigens
232377	null		
122644	C8orf48	NM_152567.1	
118999	RASGRP2	NM_005825.2	RAS guanyl releasing protein 2 (calcium and DAG-regulated)
183988	ZNF550	NM_153231.2	zinc finger protein 550
127694	PLEKHH2	NM_172069.1	similar to PH (pleckstrin homology) domain
162368	NFIX	NM_002501.1	nuclear factor I/X (CCAAT-binding transcription factor)
221386	null		
10698227	null		
236287	null		
708017	null	AK123923.1	
184207	LOC387601	NM_199352.1	putative UST1-like organic anion transporter
195326	CPZ	NM_003652.1	carboxypeptidase Z
174598	TRIM26	NM_003449.2	tripartite motif-containing 26
221354	null	BC014368.1	
149674	TMEM16G	NM_001001666.1	new gene expressed in prostate
140495	PRLR	NM_000949.2	prolactin receptor
707724	null	AF085825.1	
178913	LOC440338		
186545	ZNF204	AF033199.1	
154122	null		
204245	FLJ37970	NM_032251.3	hypothetical protein FLJ37970
147557	APOL4	NM_145661.1	apolipoprotein L, 4
117964	LEFTY2	NM_003240.2	endometrial bleeding associated factor (left-right determination, factor A; transforming growth factor beta superfamily)
182760	REP15		
149817	SLC1A7	NM_006671.3	solute carrier family 1 (glutamate transporter), member 7
207726	HOXB9	NM_024017.3	homeo box B9
10698397	FRAS1	NM_032863.2	Fraser syndrome 1
136558	SPRN		
128261	C7orf19	NM_032831.1	chromosome 7 open reading frame 19
169728	RUTBC2		
125176	null	BC062733.1	
184142	C19orf6	NM_033420.2	chromosome 19 open reading frame 6
236924	null		
181993	PLEKHG6	NM_018173.1	hypothetical protein FLJ10665
104108	RP11-139H14.4	BC030276.1	
176152	null	AF085892.1	
234096	null		
172716	CLCN4	NM_001830.2	chloride channel 4
716638	null		
118592	FOXL2	NM_023067.2	forkhead box L2
149808	LST1	NM_007161.2	leukocyte specific transcript 1
113657	TPK1	NM_022445.2	thiamin pyrophosphokinase 1
110071	CCR2	NM_000648.1	chemokine (C-C motif) receptor 2
185859	ITGA7	NM_002206.1	integrin, alpha 7
128393	TAS2R14	NM_023922.1	taste receptor, type 2, member 14
164250	C6orf106	NM_022758.4	chromosome 6 open reading frame 106
121124	null		
152547	null		
179592	NHLH1	NM_005598.2	nescient helix loop helix 1
183096	OTUD6B	AF151836.1	CGI-77 protein
154370	CRLF1	NM_004750.2	cytokine receptor-like factor 1
187056	null	AY032921.1	
207168	null		
129691	LOC150763	NM_207328.1	hypothetical protein LOC150763
162975	GLI4|ZFP41	NM_138465.3	GLI-Kruppel family member GLI4;hypothetical protein FLJ14129
170116	C9orf121	NM_145283.1	chromosome 9 open reading frame 121
115244	C6orf170	NM_152730.3	chromosome 6 open reading frame 170
128521	MGC2664	BC004968.1	
217802	null		
218059	C17orf69	NM_152466.1	hypothetical protein FLJ25168
221540	null		
163842	TBX19	AK091862.1	
110058	OR2Y1	AB065676.1_CDS_1	
141428	EIF2C4	NM_017629.2	eukaryotic translation initiation factor 2C, 4
228827	LOC283177		
136151	C6orf61	NM_017696.1	
130755	SULT1C2	NM_006588.2	sulfotransferase family, cytosolic, 1C, member 2
207014	CENTD2	NM_015242.2	centaurin, delta 2
199821	S100A3	NM_002960.1	S100 calcium binding protein A3
563998	null		
167958	LW-1	NM_016153.1	LW-1
109548	GPR21	NM_005294.1	G protein-coupled receptor 21
113716	TNFRSF25	NM_020631.2	tumor necrosis factor receptor superfamily, member 25;putative NFkB activating protein
221804	FLJ23867	BC017692.1	
234290	null	AF319522.1	
487507	LOC400548	BC040918.1	
246145	null		
141061	KIAA1394	AB037815.1	
156523	SYT8	NM_138567.2	synaptotagmin VIII
164735	HLA-DQB2	NM_182549.1	major histocompatibility complex, class II, DQ beta 2
231403	null		
216239	FCER1A	NM_002001.2	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide
184425	CDKN1C	NM_000076.1	cyclin-dependent kinase inhibitor 1C (p57, Kip2)
169650	SLC15A1	NM_005073.1	solute carrier family 15 (oligopeptide transporter), member 1
142362	null		
187064	MYLC2PL	NM_138403.3	myosin light chain 2, precursor lymphocyte-specific
162584	C5orf16	NM_173828.3	chromosome 5 open reading frame 16
114911	MGC33584	NM_014374.1	replication initiator 1;hypothetical protein MGC33584
199704	null	BC033118.1	
164416	PHLDB3	NM_198850.2	similar to LL5 beta
135007	KCNJ5	NM_000890.3	potassium inwardly-rectifying channel, subfamily J, member 5
140397	ZFP2	NM_030613.2	hypothetical protein FLJ21628
103022	PTGFR	NM_000959.2	prostaglandin F receptor (FP)
113574	BTNL2	NM_019602.1	butyrophilin-like 2 (MHC class II associated)
176464	SIPA1L3	AB011117.2	
143393	C2orf10	NM_194250.1	similar to C630007C17Rik protein
160507	MYH7	NM_000257.1	myosin, heavy polypeptide 7, cardiac muscle, beta
236239	DST	AL137008.9_CDS_1	
220846	MAP2K7	NM_145185.2	mitogen-activated protein kinase kinase 7
175902	RAB40C	NM_021168.2	RAB40C, member RAS oncogene family
200382	TMEM104	NM_017728.2	hypothetical protein FLJ20255
138193	P2RX7	NM_177428.1	purinergic receptor P2X, ligand-gated ion channel, 7
185906	TDRD4	NM_019038.2	tudor domain containing 4
176306	C20orf166	NM_178463.1	chromosome 20 open reading frame 166
135015	ADAMTS10	NM_030957.1	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 10
